Year,GP_Name,Driver,LapNumber,Undercut_Successful,Gap_To_Ahead,Rival_Tyre_Age,Pace_Delta,Pit_Aggressiveness,StationaryDuration,InLap_Sec,OutLap_Sec
2022,Netherlands,LAT,55.0,0,37.71900000000005,7.0,12.649999999999991,18.0,14.257,,138.814
2022,Netherlands,RUS,31.0,0,3.811000000000604,12.0,0.7220000000000084,-4.0,19.386,79.79,94.911
2022,Netherlands,RUS,48.0,0,2.342999999999847,18.0,-0.1869999999999976,-3.0,20.784,107.571,118.869
2022,Netherlands,RUS,57.0,0,3.907999999999447,8.0,0.671999999999997,22.0,21.329,138.88,141.982
2022,Netherlands,BOT,16.0,0,1.4909999999999854,15.0,0.08199999999999363,-21.0,19.724,81.455,96.608
2022,Netherlands,BOT,34.0,1,3.6229999999995925,24.0,-0.12600000000000477,-3.0,21.047,80.292,97.475
2022,Italy,VER,25.0,0,,,,1.0,23.793,89.712,105.038
2022,Italy,VER,48.0,0,,,,21.0,24.078,112.443,134.689
2022,Italy,GAS,18.0,0,0.944999999999709,17.0,0.10799999999998988,-9.0,25.363,91.609,108.908
2022,Italy,PER,7.0,0,0.3460000000004584,7.0,-0.5520000000000067,-20.0,23.881,92.185,107.579
2022,Italy,PER,42.0,0,9.021999999999935,11.0,1.2540000000000049,-4.5,23.302,89.491,104.0
2022,Italy,ALO,31.0,0,2.878000000000611,30.0,0.2150000000000034,4.0,,93.429,
2022,Italy,LEC,12.0,0,,,,-12.0,23.514,109.019,106.038
2022,Italy,LEC,33.0,0,,,,6.0,23.938,90.03,105.007
2022,Italy,LEC,48.0,0,17.210000000000036,22.0,0.5750000000000028,24.0,23.64,118.392,134.508
2022,Italy,STR,18.0,0,1.7950000000000728,17.0,2.057000000000002,-9.0,24.269,92.349,108.132
2022,Italy,STR,39.0,0,2.4420000000000073,3.0,1.3699999999999903,-7.5,,94.274,
2022,Italy,MAG,24.0,0,4.221000000000458,23.0,0.3399999999999892,-3.0,30.151,92.278,114.426
2022,Italy,MAG,46.0,0,14.778999999999542,30.0,0.12099999999999511,-0.5,24.895,97.824,145.263
2022,Italy,TSU,19.0,0,0.4859999999998763,18.0,0.04200000000000159,-8.0,23.994,92.068,108.269
2022,Italy,TSU,47.0,0,2.550999999999476,13.0,1.5,0.5,23.916,117.816,135.298
2022,Italy,ZHO,18.0,0,0.9420000000000073,17.0,0.15099999999999625,-9.0,25.364,92.22,109.541
2022,Italy,RIC,19.0,0,5.829999999999927,18.0,0.6599999999999966,-8.0,25.153,91.516,109.019
2022,Italy,OCO,19.0,0,1.7010000000000218,18.0,-4.334999999999994,-5.0,24.384,91.754,107.973
2022,Italy,NOR,35.0,0,12.748999999999796,11.0,0.9140000000000015,8.0,26.776,91.485,111.134
2022,Italy,NOR,47.0,0,4.2039999999997235,13.0,0.04099999999999682,23.0,24.809,106.482,138.377
2022,Italy,HAM,33.0,1,5.464999999999236,32.0,-0.3430000000000035,6.0,24.284,91.186,106.142
2022,Italy,DEV,19.0,0,0.6340000000000146,18.0,-0.5150000000000006,-5.0,24.637,92.409,108.296
2022,Italy,MSC,33.0,0,10.782999999999447,2.0,2.1880000000000024,6.0,24.796,91.716,107.444
2022,Italy,SAI,30.0,0,14.225000000000364,4.0,2.1570000000000107,3.0,23.692,91.091,104.998
2022,Italy,SAI,47.0,0,7.82300000000032,23.0,-1.2530000000000001,23.0,24.528,94.912,145.332
2022,Italy,LAT,15.0,0,2.1289999999999054,14.0,-0.08699999999998909,-12.0,26.762,91.889,110.672
2022,Italy,LAT,47.0,0,7.948999999999614,11.0,1.1210000000000093,0.5,24.23,120.449,134.429
2022,Italy,RUS,23.0,0,10.397000000000844,22.0,0.8130000000000024,-1.0,25.076,90.661,107.766
2022,Italy,RUS,47.0,0,14.610999999999876,13.0,1.3810000000000002,0.5,24.139,92.39,
2022,Italy,BOT,35.0,0,16.34900000000016,27.0,0.820999999999998,8.0,24.729,91.014,106.684
2022,Singapore,VER,35.0,0,2.867000000000189,34.0,1.3610000000000042,1.0,29.413,125.082,
2022,Singapore,VER,40.0,0,0.5049999999991996,3.0,-0.9409999999999741,-0.5,29.802,133.541,138.778
2022,Singapore,GAS,33.0,0,8.766999999999825,32.0,-0.1559999999999917,-1.0,29.827,127.555,149.129
2022,Singapore,PER,35.0,0,,,,1.0,29.541,126.352,
2022,Singapore,LEC,34.0,0,2.6370000000006257,33.0,-0.13399999999998613,0.0,32.016,125.037,147.541
2022,Singapore,STR,35.0,0,7.479999999999563,34.0,-8.218000000000004,1.0,29.885,126.733,
2022,Singapore,MAG,7.0,0,1.132000000001426,6.0,0.15800000000000125,-27.0,39.234,131.492,
2022,Singapore,MAG,33.0,0,2.860000000000582,32.0,-0.7879999999999967,-1.0,32.597,127.629,
2022,Singapore,TSU,33.0,0,6.882999999999811,32.0,0.02400000000000091,-1.0,31.306,126.961,
2022,Singapore,ALB,25.0,0,5.190000000000509,20.0,1.8289999999999935,-9.0,,,
2022,Singapore,RIC,36.0,0,16.363999999999578,35.0,-6.0120000000000005,2.0,30.943,,
2022,Singapore,NOR,36.0,0,0.8299999999999272,1.0,-28.795,2.0,30.515,146.728,
2022,Singapore,HAM,34.0,0,1.1899999999986903,33.0,15.608999999999995,0.0,41.014,127.369,
2022,Singapore,MSC,34.0,0,3.9320000000006985,33.0,-0.2539999999999907,0.0,31.217,127.583,
2022,Singapore,MSC,41.0,0,2.2709999999988213,7.0,0.6760000000000019,0.5,34.815,,
2022,Singapore,VET,34.0,0,9.299999999999272,33.0,-1.0919999999999987,0.0,29.691,126.308,148.18
2022,Singapore,SAI,35.0,0,13.615999999999985,34.0,-6.741,1.0,30.594,127.162,
2022,Singapore,LAT,7.0,0,7.295000000000073,6.0,2.3830000000000098,-27.0,,,
2022,Singapore,RUS,21.0,0,0.7419999999983702,20.0,0.17900000000000205,-13.0,30.374,147.932,
2022,Singapore,RUS,35.0,0,4.714000000001761,1.0,,-5.5,29.728,134.468,
2022,Singapore,RUS,41.0,0,0.21700000000055297,6.0,-0.8380000000000081,0.5,33.244,,145.466
2022,Singapore,RUS,51.0,0,106.26499999999942,17.0,-2.973000000000013,0.0,29.908,121.663,136.484
2022,Singapore,BOT,33.0,0,2.5599999999994907,38.0,0.7680000000000007,-1.0,32.164,127.048,
2022,Japan,VER,2.0,0,,,,0.0,7587.407,,
2022,Japan,VER,7.0,0,,,,0.0,24.655,112.865,130.625
2022,Japan,GAS,1.0,0,,,,-1.0,41.218,169.982,
2022,Japan,GAS,2.0,0,2.5520000000001346,1.0,2.6359999999999957,-5.0,7608.952,,
2022,Japan,GAS,7.0,1,0.30500000000029104,4.0,0.03300000000000125,0.0,24.978,117.813,131.737
2022,Japan,GAS,19.0,0,1.9639999999999418,12.0,-0.02199999999999136,17.0,24.035,113.384,127.438
2022,Japan,PER,2.0,0,2.9580000000000837,1.0,2.9680000000000035,0.0,7592.458,,
2022,Japan,PER,7.0,0,3.844999999999345,4.0,2.2690000000000055,0.0,25.608,114.053,131.551
2022,Japan,ALO,2.0,0,2.6510000000002947,2.0,2.6599999999999966,0.0,7596.878,,
2022,Japan,ALO,8.0,0,0.706000000000131,5.0,-1.5750000000000028,1.0,24.132,112.739,132.203
2022,Japan,ALO,22.0,0,1.136000000000422,16.0,0.23499999999999943,20.0,24.142,111.629,125.304
2022,Japan,LEC,2.0,0,2.5470000000000255,1.0,2.5249999999999915,0.0,7589.915,,
2022,Japan,LEC,7.0,0,1.2849999999998545,4.0,0.632000000000005,0.0,26.188,112.863,132.483
2022,Japan,STR,2.0,0,1.7169999999996435,1.0,1.7299999999999898,0.0,7600.437,,
2022,Japan,STR,7.0,0,0.9059999999990396,4.0,1.8880000000000052,0.0,24.001,118.562,130.741
2022,Japan,STR,19.0,1,1.081000000000131,11.0,0.24099999999999966,17.0,23.877,112.859,125.88
2022,Japan,MAG,2.0,0,1.956000000000131,1.0,1.9170000000000016,0.0,7602.008,,
2022,Japan,MAG,7.0,0,0.6419999999998254,4.0,-0.9510000000000076,0.0,25.599,118.331,133.938
2022,Japan,TSU,2.0,0,2.1790000000000873,1.0,2.219999999999999,0.0,7602.457,,
2022,Japan,TSU,7.0,1,0.4789999999993597,4.0,0.2540000000000049,0.0,24.455,118.102,131.821
2022,Japan,TSU,20.0,0,1.537000000000262,13.0,0.3719999999999999,18.0,23.757,112.768,128.07
2022,Japan,ZHO,2.0,1,4.989000000000033,1.0,4.968999999999994,0.0,7610.05,,
2022,Japan,ZHO,9.0,0,1.7880000000004657,1.0,-18.65700000000001,2.0,24.858,115.996,130.761
2022,Japan,ZHO,18.0,1,1.1450000000004366,10.0,0.15699999999999648,16.0,24.32,113.531,127.171
2022,Japan,RIC,2.0,0,2.6279999999997017,1.0,2.6140000000000043,0.0,7601.689,,
2022,Japan,RIC,8.0,0,0.386000000000422,5.0,-1.808000000000007,1.0,25.409,115.504,134.512
2022,Japan,OCO,2.0,0,5.181999999999789,1.0,5.067999999999998,0.0,7593.516,,
2022,Japan,OCO,7.0,0,1.5030000000006112,4.0,1.0679999999999978,0.0,25.483,114.89,131.686
2022,Japan,NOR,2.0,0,1.8859999999999673,1.0,1.9320000000000164,0.0,7606.224,,
2022,Japan,NOR,6.0,1,1.0900000000001455,3.0,,-1.0,24.902,122.34,131.652
2022,Japan,HAM,2.0,0,3.5850000000000364,1.0,3.7419999999999902,0.0,7596.539,,
2022,Japan,HAM,7.0,0,0.7520000000004075,4.0,0.44299999999999784,0.0,25.138,115.367,132.216
2022,Japan,MSC,2.0,0,1.512000000000171,1.0,1.4739999999999895,0.0,7600.803,,
2022,Japan,MSC,11.0,0,0.08300000000053842,6.0,5.1059999999999945,4.0,24.94,120.481,129.854
2022,Japan,VET,2.0,1,3.438000000000102,1.0,3.433000000000021,0.0,7609.65,,
2022,Japan,VET,5.0,0,2.537000000000262,2.0,,-2.0,24.295,,132.958
2022,Japan,LAT,2.0,0,2.30199999999968,1.0,2.275999999999982,0.0,7607.349,,
2022,Japan,LAT,5.0,1,3.654000000000451,2.0,,-2.0,24.808,,135.69
2022,Japan,RUS,2.0,0,3.286000000000058,1.0,3.2900000000000205,0.0,7601.012,,
2022,Japan,RUS,7.0,0,1.7750000000014552,4.0,1.1370000000000005,0.0,28.761,116.796,136.643
2022,Japan,BOT,2.0,0,2.5100000000002183,1.0,2.4819999999999993,0.0,7607.532,,
2022,Japan,BOT,6.0,0,2.904000000000451,3.0,,-1.0,25.178,122.174,132.897
2022,United States,VER,13.0,0,,,,-0.5,23.856,102.675,122.112
2022,United States,VER,35.0,0,,,,1.0,32.224,101.289,127.712
2022,United States,GAS,11.0,0,6.592000000000553,10.0,0.76400000000001,-2.5,23.671,104.328,122.948
2022,United States,GAS,32.0,0,5.8530000000000655,14.0,0.8659999999999997,-2.0,28.921,103.083,128.784
2022,United States,PER,14.0,0,1.3319999999994252,13.0,0.23799999999999955,0.5,23.397,102.81,122.16
2022,United States,PER,38.0,0,,,,4.0,24.791,101.47,121.04
2022,United States,ALO,18.0,0,3.6309999999994034,4.0,1.7450000000000045,-16.0,23.851,123.212,
2022,United States,ALO,22.0,0,0.30899999999928696,11.0,,8.5,39.716,138.743,
2022,United States,LEC,18.0,0,3.563000000000102,4.0,0.7530000000000001,4.5,24.31,115.589,
2022,United States,LEC,35.0,0,4.963999999999942,22.0,-0.24199999999999022,1.0,23.745,102.179,118.967
2022,United States,STR,15.0,0,1.2280000000000655,14.0,2.5079999999999956,1.5,25.419,103.976,123.237
2022,United States,MAG,18.0,0,1.0090000000000146,7.0,2.036999999999992,-16.0,29.034,128.058,
2022,United States,TSU,10.0,0,0.6480000000001382,9.0,0.18300000000000693,-3.5,23.718,104.169,123.024
2022,United States,TSU,33.0,0,0.8580000000001746,22.0,-0.09499999999999886,19.5,23.255,102.797,122.251
2022,United States,ALB,9.0,0,2.3850000000002183,8.0,1.1789999999999878,-4.5,24.581,105.035,123.1
2022,United States,ALB,18.0,0,1.5630000000001019,7.0,0.7439999999999998,4.5,24.331,129.393,
2022,United States,ZHO,9.0,0,0.39800000000013824,8.0,-0.2849999999999966,-4.5,27.3,105.956,127.583
2022,United States,ZHO,23.0,0,1.355000000000473,4.0,1.4869999999999948,-11.0,25.024,,
2022,United States,RIC,10.0,0,0.10300000000006548,9.0,-0.7270000000000039,-3.5,26.216,105.425,127.379
2022,United States,RIC,35.0,0,3.13799999999992,16.0,0.5249999999999915,1.0,24.43,103.706,124.294
2022,United States,OCO,18.0,0,3.7440000000005966,3.0,0.8389999999999986,-16.0,24.828,126.655,
2022,United States,OCO,45.0,0,3.3000000000010914,22.0,0.6329999999999956,11.0,24.731,104.56,122.01
2022,United States,NOR,14.0,0,5.806999999999789,1.0,-17.823000000000008,0.5,24.02,103.971,123.849
2022,United States,NOR,34.0,0,0.6889999999993961,23.0,0.03300000000000125,0.0,23.722,102.61,122.069
2022,United States,HAM,12.0,0,4.373000000000502,11.0,0.625,-1.5,24.359,103.817,122.611
2022,United States,HAM,34.0,1,1.5320000000001528,20.0,-0.36299999999999955,0.0,24.167,101.838,120.074
2022,United States,MSC,18.0,0,0.7509999999992942,17.0,0.1599999999999966,-16.0,25.195,126.524,
2022,United States,MSC,33.0,0,0.7390000000004875,18.0,0.08800000000000807,19.5,24.661,103.314,123.828
2022,United States,VET,18.0,0,2.268000000000029,5.0,0.9879999999999995,4.5,24.344,117.936,
2022,United States,VET,41.0,0,,,,27.5,38.218,103.535,136.679
2022,United States,SAI,1.0,0,,,,-12.5,,115.016,
2022,United States,LAT,5.0,0,0.5679999999993015,4.0,-0.1979999999999933,-8.5,25.305,116.012,124.309
2022,United States,LAT,18.0,0,6.601999999999862,7.0,0.5209999999999866,4.5,24.199,134.61,
2022,United States,RUS,13.0,0,6.527000000000044,12.0,-0.07499999999998863,-0.5,30.076,103.509,128.26
2022,United States,RUS,36.0,0,0.8319999999994252,21.0,-0.11499999999999488,2.0,24.517,102.125,121.991
2022,United States,RUS,54.0,0,13.730999999999767,15.0,1.2720000000000056,20.0,23.987,101.888,124.017
2022,United States,BOT,10.0,0,0.5770000000002256,9.0,-0.1460000000000008,-3.5,24.995,104.431,123.216
2022,Mexico City,VER,25.0,0,,,,-3.0,22.484,86.845,101.339
2022,Mexico City,GAS,40.0,0,3.144000000000233,6.0,2.027000000000001,2.0,29.155,88.285,109.022
2022,Mexico City,PER,23.0,0,4.079999999999927,22.0,0.07000000000000739,-5.0,24.832,87.186,104.038
2022,Mexico City,ALO,40.0,0,21.48199999999997,5.0,1.3730000000000047,2.0,23.133,89.42,104.059
2022,Mexico City,LEC,28.0,0,2.4279999999998836,4.0,2.9140000000000015,0.0,22.202,87.759,101.971
2022,Mexico City,STR,17.0,0,2.5919999999996435,16.0,0.6430000000000007,-21.0,23.513,88.797,104.546
2022,Mexico City,STR,40.0,0,15.213999999999942,10.0,1.5050000000000097,12.0,23.066,88.255,102.768
2022,Mexico City,MAG,38.0,0,3.3869999999997162,20.0,-1.1029999999999944,0.0,23.716,88.642,105.105
2022,Mexico City,TSU,29.0,0,2.904000000000451,28.0,0.2079999999999984,1.0,22.493,88.031,103.104
2022,Mexico City,TSU,50.0,0,1.9909999999999854,18.0,-0.055999999999997385,12.0,,107.784,
2022,Mexico City,ALB,38.0,0,3.6210000000000946,4.0,0.3260000000000076,0.0,23.187,89.558,102.895
2022,Mexico City,ZHO,45.0,0,6.38300000000072,44.0,-2.036999999999992,7.0,24.162,89.926,103.748
2022,Mexico City,RIC,44.0,0,19.447000000000116,15.0,1.6350000000000051,6.0,22.284,87.285,102.369
2022,Mexico City,OCO,33.0,0,4.78899999999976,32.0,0.28700000000000614,-5.0,22.313,87.662,103.678
2022,Mexico City,NOR,31.0,0,3.556999999999789,30.0,-0.1599999999999966,-7.0,22.634,87.562,104.158
2022,Mexico City,HAM,29.0,0,,,,-9.0,23.31,86.247,103.03
2022,Mexico City,MSC,24.0,0,10.04699999999957,23.0,1.1599999999999966,-4.0,23.697,88.911,104.201
2022,Mexico City,VET,38.0,0,4.036000000000058,37.0,0.40500000000000114,10.0,22.541,88.89,103.717
2022,Mexico City,SAI,29.0,0,6.53899999999976,3.0,1.8039999999999878,1.0,23.478,87.56,103.448
2022,Mexico City,LAT,23.0,0,1.8090000000001965,27.0,0.47700000000000387,-5.0,23.824,89.76,106.197
2022,Mexico City,LAT,52.0,0,16.7470000000003,16.0,1.8900000000000006,-8.5,24.019,88.407,104.507
2022,Mexico City,RUS,34.0,0,,,,-4.0,22.775,86.763,102.467
2022,Mexico City,RUS,69.0,0,5.320999999999913,45.0,0.24500000000000455,8.5,23.185,85.973,107.803
2022,Mexico City,BOT,39.0,0,2.244999999999891,9.0,2.563999999999993,1.0,23.869,88.292,104.987
2022,São Paulo,VER,7.0,0,0.12299999999959255,6.0,-0.715999999999994,-19.0,31.019,85.93,101.052
2022,São Paulo,VER,23.0,0,1.095999999999549,18.0,-1.3419999999999987,-14.0,31.754,81.517,102.169
2022,São Paulo,VER,48.0,0,2.9929999999994834,23.0,-4.674999999999997,22.0,24.277,79.905,92.762
2022,São Paulo,GAS,19.0,0,2.55199999999968,18.0,-0.27000000000001023,-7.0,23.51,81.692,94.679
2022,São Paulo,GAS,35.0,0,4.425000000000182,10.0,0.8010000000000019,-2.0,23.34,81.196,93.844
2022,São Paulo,GAS,52.0,0,0.08399999999983265,3.0,1.7540000000000049,26.0,23.085,88.911,114.596
2022,São Paulo,PER,23.0,0,3.407999999999447,22.0,0.41399999999998727,-3.0,22.954,81.078,93.981
2022,São Paulo,PER,47.0,0,2.55199999999968,17.0,1.0130000000000052,10.0,23.272,80.204,92.919
2022,São Paulo,ALO,14.0,0,0.2529999999997017,14.0,-0.5769999999999982,-23.0,23.461,81.551,93.331
2022,São Paulo,ALO,35.0,0,18.197000000000116,5.0,1.6439999999999912,-2.0,28.881,81.022,98.439
2022,São Paulo,ALO,52.0,0,26.006999999999607,4.0,0.8109999999999928,15.0,23.844,84.572,114.811
2022,São Paulo,LEC,7.0,0,0.18999999999959982,6.0,-0.7540000000000049,-30.0,30.142,93.18,98.986
2022,São Paulo,LEC,21.0,0,1.5510000000003856,1.0,-16.944000000000003,-16.0,23.174,80.748,93.684
2022,São Paulo,LEC,44.0,1,5.936000000000604,19.0,-0.5489999999999924,18.0,23.184,80.008,92.449
2022,São Paulo,STR,29.0,0,16.468000000000757,11.0,1.847999999999999,-8.0,23.589,82.627,94.481
2022,São Paulo,STR,48.0,0,0.13299999999981083,2.0,0.6389999999999958,11.0,23.834,81.208,93.412
2022,São Paulo,TSU,20.0,0,1.6459999999997308,15.0,-0.017000000000010118,-17.0,23.354,82.382,94.951
2022,São Paulo,TSU,40.0,0,4.475999999999658,4.0,2.004000000000005,14.0,23.753,81.241,96.605
2022,São Paulo,TSU,54.0,0,13.52099999999973,1.0,-11.930000000000007,28.0,23.717,121.207,127.132
2022,São Paulo,ALB,4.0,0,1.4470000000001164,3.0,0.5190000000000055,-14.0,24.402,124.054,115.026
2022,São Paulo,ALB,25.0,0,4.88799999999992,24.0,-3.86099999999999,-12.0,23.404,83.055,94.192
2022,São Paulo,ALB,47.0,0,5.854999999999563,3.0,2.504000000000005,10.0,23.272,82.297,93.744
2022,São Paulo,ZHO,16.0,0,0.24399999999968713,16.0,-0.24899999999999523,-10.0,24.404,81.51,94.61
2022,São Paulo,ZHO,37.0,0,1.8209999999999127,15.0,2.048000000000002,0.0,25.246,81.569,95.361
2022,São Paulo,OCO,24.0,0,1.6570000000001528,23.0,0.23000000000000398,-2.0,23.963,82.529,94.547
2022,São Paulo,OCO,47.0,0,24.078999999999724,10.0,0.9840000000000089,10.0,24.401,80.985,94.599
2022,São Paulo,NOR,24.0,0,3.876999999999498,23.0,0.38700000000000045,-2.0,29.41,81.591,100.595
2022,São Paulo,NOR,45.0,0,8.034999999999854,20.0,0.6479999999999961,8.0,24.663,81.162,95.443
2022,São Paulo,HAM,29.0,0,,,,3.0,24.123,80.866,93.544
2022,São Paulo,HAM,48.0,0,9.688000000000102,23.0,-0.2149999999999892,11.0,23.602,79.237,92.263
2022,São Paulo,MSC,24.0,0,5.487999999999374,6.0,2.3589999999999947,-13.0,24.563,82.198,95.863
2022,São Paulo,MSC,46.0,0,1.7119999999995343,21.0,-3.939000000000007,20.0,25.247,81.304,96.908
2022,São Paulo,VET,26.0,0,2.1940000000004147,1.0,-15.144999999999996,0.0,24.355,81.84,95.547
2022,São Paulo,VET,45.0,0,3.3229999999994106,20.0,0.13599999999999568,8.0,24.111,80.983,94.335
2022,São Paulo,SAI,17.0,0,4.359000000000378,16.0,0.25099999999999056,-20.0,25.209,80.648,94.83
2022,São Paulo,SAI,36.0,0,3.644999999999527,12.0,0.053999999999987836,10.0,23.491,80.025,92.467
2022,São Paulo,SAI,53.0,0,5.073999999999614,12.0,1.3769999999999953,16.0,23.831,95.631,114.377
2022,São Paulo,LAT,20.0,0,0.06899999999950523,12.0,1.2439999999999998,-17.0,28.855,83.26,101.966
2022,São Paulo,LAT,32.0,0,14.154999999999745,6.0,0.9329999999999927,14.0,24.39,82.428,96.515
2022,São Paulo,LAT,52.0,0,22.79699999999957,4.0,1.5300000000000011,15.0,23.725,104.357,114.735
2022,São Paulo,RUS,24.0,0,,,,-2.0,23.616,80.102,93.573
2022,São Paulo,RUS,49.0,0,,,,12.0,23.456,79.936,92.287
2022,São Paulo,BOT,24.0,0,0.8040000000000873,23.0,-0.7349999999999994,-2.0,24.025,81.765,94.221
2022,São Paulo,BOT,45.0,0,16.019000000000233,8.0,1.7310000000000088,8.0,24.718,80.762,94.51
2022,Abu Dhabi,VER,20.0,0,,,,5.0,22.713,94.033,111.197
2022,Abu Dhabi,LEC,21.0,0,5.208000000000538,20.0,-2.141999999999996,6.0,22.225,93.538,111.201
2022,Abu Dhabi,PER,15.0,0,5.770999999999731,14.0,1.024000000000001,0.0,21.349,94.43,112.141
2022,Abu Dhabi,PER,33.0,0,2.83600000000024,12.0,0.41399999999998727,-5.0,21.448,92.299,109.463
2022,Abu Dhabi,SAI,17.0,0,3.9700000000002547,16.0,0.18900000000000716,2.0,21.951,94.037,110.912
2022,Abu Dhabi,SAI,39.0,0,5.8840000000000146,17.0,-0.07900000000000773,1.0,21.526,92.309,109.607
2022,Abu Dhabi,RUS,15.0,0,3.3029999999998836,14.0,0.5999999999999943,0.0,24.236,93.785,112.837
2022,Abu Dhabi,RUS,39.0,0,3.0579999999999927,21.0,0.06199999999999761,1.0,27.813,92.517,115.116
2022,Abu Dhabi,NOR,15.0,0,4.774999999999636,14.0,0.7540000000000049,0.0,22.161,94.516,112.106
2022,Abu Dhabi,NOR,42.0,0,2.7719999999999345,2.0,1.5289999999999964,4.0,21.563,93.097,109.507
2022,Abu Dhabi,OCO,14.0,0,3.9470000000001164,13.0,0.23700000000000898,-1.0,21.877,94.944,111.54
2022,Abu Dhabi,OCO,41.0,0,4.322999999999411,25.0,-0.5009999999999906,3.0,21.659,93.031,110.243
2022,Abu Dhabi,STR,13.0,1,0.9470000000001164,12.0,0.21600000000000819,-2.0,21.774,95.452,110.857
2022,Abu Dhabi,STR,40.0,0,4.694999999999709,25.0,0.04099999999999682,2.0,21.784,93.566,109.78
2022,Abu Dhabi,RIC,19.0,0,2.0910000000003492,3.0,2.9650000000000034,4.0,21.886,95.233,112.187
2022,Abu Dhabi,VET,25.0,0,1.6300000000001091,9.0,2.7609999999999957,10.0,23.201,95.416,113.561
2022,Abu Dhabi,TSU,14.0,0,1.7849999999998545,13.0,0.39399999999999125,-1.0,21.587,94.716,112.725
2022,Abu Dhabi,TSU,38.0,0,8.411000000000058,25.0,0.38400000000000034,0.0,22.3,93.259,111.244
2022,Abu Dhabi,ZHO,15.0,0,2.7549999999991996,14.0,0.42200000000001125,0.0,22.405,94.884,113.071
2022,Abu Dhabi,ZHO,44.0,0,2.1799999999993815,19.0,2.7950000000000017,6.0,23.165,94.872,112.22
2022,Abu Dhabi,ALB,12.0,1,2.7689999999993233,11.0,0.7019999999999982,-3.0,21.729,95.463,111.113
2022,Abu Dhabi,ALB,35.0,0,5.4409999999998035,20.0,0.18600000000000705,-3.0,21.755,94.033,111.369
2022,Abu Dhabi,GAS,14.0,0,2.8530000000000655,13.0,0.7109999999999985,0.0,21.865,96.422,111.393
2022,Abu Dhabi,BOT,30.0,0,2.6149999999997817,15.0,1.277000000000001,-8.0,22.593,96.222,113.328
2022,Abu Dhabi,MSC,14.0,0,3.717000000000553,13.0,-0.32099999999999795,-1.0,22.244,94.647,112.783
2022,Abu Dhabi,MSC,34.0,0,4.092999999999847,18.0,0.6970000000000027,-4.0,23.512,93.827,113.429
2022,Abu Dhabi,MAG,28.0,0,1.931999999999789,3.0,2.507000000000005,-10.0,22.354,95.327,113.068
2022,Abu Dhabi,HAM,18.0,0,5.180000000000291,17.0,-1.6210000000000093,3.0,21.227,94.638,110.886
2022,Abu Dhabi,HAM,55.0,0,11.475000000000364,21.0,1.8089999999999975,17.0,,127.585,
2022,Abu Dhabi,LAT,15.0,0,3.717999999999847,14.0,-2.4939999999999998,0.0,22.266,96.622,113.543
2022,Abu Dhabi,LAT,38.0,0,8.000999999999294,2.0,2.2139999999999986,0.0,25.2,118.173,116.676
2022,Abu Dhabi,LAT,55.0,0,35.847999999999956,26.0,3.353999999999999,40.0,,122.068,
2022,Abu Dhabi,ALO,19.0,0,0.9329999999999927,18.0,0.17600000000000193,4.0,21.73,94.941,110.604
2022,Abu Dhabi,ALO,27.0,0,3.6359999999995125,14.0,-0.09199999999999875,-11.0,,93.178,
2023,Bahrain,VER,14.0,0,,,,1.0,24.297,101.295,118.378
2023,Bahrain,VER,36.0,0,,,,23.0,24.937,100.964,118.49
2023,Bahrain,GAS,9.0,1,0.5010000000002037,8.0,-0.01099999999999568,-4.0,25.906,104.201,121.262
2023,Bahrain,GAS,25.0,1,1.1990000000005239,14.0,-0.347999999999999,-6.0,24.922,102.288,119.404
2023,Bahrain,GAS,40.0,0,0.9549999999999272,13.0,0.1910000000000025,9.0,24.749,109.707,128.544
2023,Bahrain,PER,17.0,0,,,,4.0,24.281,101.36,118.797
2023,Bahrain,PER,34.0,0,14.157000000000153,19.0,0.18299999999999272,21.0,25.062,100.686,118.785
2023,Bahrain,ALO,14.0,0,3.2869999999993524,16.0,-2.9690000000000083,1.0,25.781,102.212,119.692
2023,Bahrain,ALO,34.0,0,12.662999999999556,20.0,-3.553999999999988,3.0,24.844,100.353,117.389
2023,Bahrain,LEC,13.0,0,8.713999999999942,15.0,0.8980000000000103,0.0,24.421,102.068,118.77
2023,Bahrain,LEC,33.0,0,8.222999999999956,17.0,1.225999999999999,2.0,24.5,101.323,119.477
2023,Bahrain,STR,15.0,0,18.787000000000262,17.0,1.262999999999991,2.0,25.437,102.841,119.876
2023,Bahrain,STR,30.0,1,2.095999999999549,16.0,-0.08200000000000784,-1.0,24.624,101.467,117.063
2023,Bahrain,SAR,12.0,1,5.054000000000087,14.0,0.4969999999999999,-1.0,25.594,103.88,120.255
2023,Bahrain,SAR,30.0,0,10.59100000000035,18.0,-2.546999999999997,17.0,25.687,102.409,119.303
2023,Bahrain,SAR,40.0,0,8.292000000000371,13.0,-0.4479999999999933,9.0,25.029,113.753,125.614
2023,Bahrain,MAG,15.0,0,3.282999999999447,3.0,3.6410000000000053,-16.0,25.452,104.899,120.587
2023,Bahrain,MAG,29.0,0,8.211999999999534,16.0,-0.09600000000000364,-2.0,25.358,101.979,120.933
2023,Bahrain,MAG,40.0,0,4.582999999999629,10.0,0.2190000000000083,27.0,25.125,117.797,122.547
2023,Bahrain,DEV,11.0,1,1.2979999999997744,10.0,-0.07699999999999818,-2.0,24.984,105.46,121.184
