Driver,LapNumber,Gap_To_Ahead,TyreAge_In,OldCompound,NewCompound,StationaryDuration,InLap_Sec,OutLap_Sec,Is_Traffic,Undercut_Successful,Year,GP_Name
HUL,8.0,0.603,8.0,MEDIUM,HARD,22.995,109.064,119.939,0,1,2024,Chinese Grand Prix
RIC,14.0,12.93,14.0,MEDIUM,MEDIUM,22.652,107.802,120.257,0,0,2024,Chinese Grand Prix
OCO,9.0,2.117,9.0,MEDIUM,HARD,22.984,108.29,120.652,0,0,2024,Chinese Grand Prix
OCO,23.0,6.444,14.0,HARD,HARD,23.169,137.613,148.655,0,0,2024,Chinese Grand Prix
NOR,22.0,5.944,22.0,MEDIUM,HARD,22.226,138.646,148.677,0,0,2024,Chinese Grand Prix
HAM,9.0,0.608,9.0,SOFT,MEDIUM,22.348,107.942,118.909,0,0,2024,Chinese Grand Prix
HAM,21.0,2.629,12.0,MEDIUM,HARD,22.549,122.779,149.397,0,0,2024,Chinese Grand Prix
SAI,17.0,7.174,17.0,MEDIUM,HARD,22.55,107.863,118.852,0,0,2024,Chinese Grand Prix
RUS,11.0,2.3970000000000002,11.0,MEDIUM,MEDIUM,22.462,108.016,118.003,0,0,2024,Chinese Grand Prix
RUS,23.0,2.699,12.0,MEDIUM,HARD,22.65,138.074,148.872,0,0,2024,Chinese Grand Prix
BOT,9.0,2.015,9.0,MEDIUM,HARD,22.97,107.977,121.016,0,0,2024,Chinese Grand Prix
PIA,16.0,3.806,16.0,MEDIUM,MEDIUM,22.614,107.643,119.282,0,0,2024,Chinese Grand Prix
PIA,24.0,3.006,9.0,MEDIUM,HARD,22.177,137.575,145.072,0,0,2024,Chinese Grand Prix
VER,23.0,0.0,23.0,MEDIUM,HARD,22.249,111.938,107.087,0,0,2024,Miami Grand Prix
GAS,12.0,1.232,12.0,MEDIUM,HARD,22.522,99.216,108.014,0,0,2024,Miami Grand Prix
PER,17.0,4.084,17.0,MEDIUM,HARD,21.742,98.985,106.549,0,0,2024,Miami Grand Prix
PER,28.0,8.777,11.0,HARD,MEDIUM,22.518,107.036,138.07,0,0,2024,Miami Grand Prix
ALO,22.0,3.255,23.0,HARD,MEDIUM,22.358,102.401,109.315,0,0,2024,Miami Grand Prix
LEC,19.0,0.603,19.0,MEDIUM,HARD,21.795,98.239,106.412,0,0,2024,Miami Grand Prix
STR,11.0,0.216,12.0,MEDIUM,HARD,23.015,100.203,110.133,0,0,2024,Miami Grand Prix
STR,28.0,1.304,18.0,HARD,MEDIUM,22.661,116.594,137.277,0,0,2024,Miami Grand Prix
SAR,11.0,1.615,11.0,MEDIUM,HARD,22.529,99.392,108.848,0,0,2024,Miami Grand Prix
MAG,22.0,3.217,22.0,HARD,MEDIUM,23.29,104.467,108.784,0,0,2024,Miami Grand Prix
MAG,28.0,0.102,6.0,MEDIUM,MEDIUM,29.655,146.123,145.263,0,0,2024,Miami Grand Prix
MAG,31.0,22.692,3.0,MEDIUM,MEDIUM,30.673,100.373,115.086,0,0,2024,Miami Grand Prix
TSU,28.0,3.132,28.0,MEDIUM,HARD,22.233,107.67,138.203,0,0,2024,Miami Grand Prix
ALB,10.0,1.152,10.0,MEDIUM,HARD,22.68,99.601,107.913,0,0,2024,Miami Grand Prix
ALB,53.0,0.857,43.0,HARD,SOFT,22.446,106.697,106.898,0,0,2024,Miami Grand Prix
ZHO,28.0,11.656,28.0,MEDIUM,SOFT,23.025,113.108,139.346,0,0,2024,Miami Grand Prix
HUL,12.0,0.862,12.0,MEDIUM,HARD,23.08,100.42,108.595,0,0,2024,Miami Grand Prix
HUL,28.0,0.456,16.0,HARD,MEDIUM,22.521,115.429,137.985,0,0,2024,Miami Grand Prix
RIC,28.0,0.892,28.0,HARD,MEDIUM,22.635,113.429,137.564,0,0,2024,Miami Grand Prix
OCO,22.0,3.179,22.0,MEDIUM,HARD,22.743,102.357,111.928,0,0,2024,Miami Grand Prix
NOR,29.0,0.0,29.0,MEDIUM,HARD,22.052,133.364,138.015,0,0,2024,Miami Grand Prix
HAM,26.0,4.162,26.0,HARD,MEDIUM,22.135,99.049,105.964,0,0,2024,Miami Grand Prix
SAI,27.0,2.705,27.0,MEDIUM,HARD,23.091,97.282,116.881,0,0,2024,Miami Grand Prix
RUS,24.0,2.431,27.0,MEDIUM,HARD,22.848,98.07,107.438,0,0,2024,Miami Grand Prix
BOT,11.0,1.75,11.0,SOFT,HARD,23.696,99.656,109.559,0,0,2024,Miami Grand Prix
BOT,29.0,8.162,18.0,HARD,MEDIUM,22.785,130.736,119.415,0,0,2024,Miami Grand Prix
PIA,27.0,0.0,27.0,MEDIUM,HARD,22.158,97.602,115.479,0,0,2024,Miami Grand Prix
PIA,40.0,0.086,13.0,HARD,MEDIUM,30.25,100.795,113.723,0,0,2024,Miami Grand Prix
VER,24.0,0.0,24.0,MEDIUM,HARD,30.289,86.212,103.602,0,0,2024,Emilia Romagna Grand Prix
NOR,22.0,6.503,22.0,MEDIUM,HARD,29.843,86.107,104.693,0,0,2024,Emilia Romagna Grand Prix
LEC,25.0,3.566,25.0,MEDIUM,HARD,30.232,86.023,105.006,0,0,2024,Emilia Romagna Grand Prix
PIA,23.0,0.902,23.0,MEDIUM,HARD,29.721,86.22,103.264,0,1,2024,Emilia Romagna Grand Prix
SAI,27.0,0.0,27.0,MEDIUM,HARD,30.464,86.35,104.128,0,0,2024,Emilia Romagna Grand Prix
HAM,27.0,10.781,27.0,MEDIUM,HARD,29.603,86.215,103.406,0,0,2024,Emilia Romagna Grand Prix
RUS,21.0,3.221,21.0,MEDIUM,HARD,29.767,86.88,104.938,0,0,2024,Emilia Romagna Grand Prix
RUS,52.0,7.678,31.0,HARD,MEDIUM,29.707,86.242,102.845,0,0,2024,Emilia Romagna Grand Prix
PER,37.0,8.978,37.0,HARD,MEDIUM,29.571,88.056,103.314,0,0,2024,Emilia Romagna Grand Prix
STR,37.0,6.416,38.0,MEDIUM,HARD,30.128,86.977,103.75,0,0,2024,Emilia Romagna Grand Prix
TSU,12.0,0.845,12.0,MEDIUM,HARD,29.763,86.755,103.607,0,1,2024,Emilia Romagna Grand Prix
HUL,13.0,8.246,13.0,MEDIUM,HARD,29.807,86.982,104.353,0,0,2024,Emilia Romagna Grand Prix
MAG,37.0,13.297,37.0,MEDIUM,HARD,31.311,87.682,105.988,0,0,2024,Emilia Romagna Grand Prix
RIC,11.0,0.891,11.0,MEDIUM,HARD,30.128,87.088,104.778,0,0,2024,Emilia Romagna Grand Prix
OCO,25.0,4.823,25.0,MEDIUM,HARD,30.67,87.881,105.525,0,0,2024,Emilia Romagna Grand Prix
ZHO,33.0,3.952,33.0,HARD,MEDIUM,30.2,89.428,105.17,0,1,2024,Emilia Romagna Grand Prix
GAS,8.0,0.681,8.0,SOFT,HARD,30.119,86.945,105.303,0,1,2024,Emilia Romagna Grand Prix
GAS,30.0,1.401,22.0,HARD,MEDIUM,30.576,87.963,104.669,0,0,2024,Emilia Romagna Grand Prix
SAR,31.0,5.029,31.0,HARD,MEDIUM,31.082,88.215,108.212,0,0,2024,Emilia Romagna Grand Prix
BOT,8.0,1.325,8.0,MEDIUM,HARD,30.274,87.265,105.836,0,0,2024,Emilia Romagna Grand Prix
ALO,7.0,0.825,7.0,SOFT,HARD,31.355,87.448,105.88,0,0,2024,Emilia Romagna Grand Prix
ALO,40.0,3.6870000000000003,34.0,HARD,MEDIUM,30.475,87.5,105.86,0,0,2024,Emilia Romagna Grand Prix
ALO,59.0,0.508,20.0,MEDIUM,SOFT,29.94,88.385,105.749,0,0,2024,Emilia Romagna Grand Prix
ALB,23.0,78.994,14.0,MEDIUM,MEDIUM,38.395,86.978,114.335,0,0,2024,Emilia Romagna Grand Prix
ALB,28.0,112.887,19.0,MEDIUM,MEDIUM,31.082,88.256,107.016,0,0,2024,Emilia Romagna Grand Prix
VER,52.0,1.741,51.0,MEDIUM,HARD,23.666,93.905,78.724,0,0,2024,Monaco Grand Prix
HAM,51.0,1.442,50.0,MEDIUM,HARD,24.091,95.209,79.702,0,0,2024,Monaco Grand Prix
BOT,15.0,0.433,14.0,MEDIUM,HARD,24.267,97.899,80.012,0,0,2024,Monaco Grand Prix
STR,42.0,0.59,42.0,MEDIUM,HARD,24.077,97.062,82.775,0,0,2024,Monaco Grand Prix
STR,48.0,13.709,8.0,HARD,SOFT,28.125,109.132,79.089,0,0,2024,Monaco Grand Prix
SAR,57.0,4.093,57.0,HARD,MEDIUM,24.381,97.746,79.809,0,0,2024,Monaco Grand Prix
ZHO,70.0,8.207,69.0,HARD,SOFT,24.448,100.898,85.295,0,0,2024,Monaco Grand Prix
VER,25.0,7.721,25.0,INTERMEDIATE,INTERMEDIATE,24.247,113.896,109.849,0,1,2024,Canadian Grand Prix
VER,45.0,0.0,20.0,INTERMEDIATE,MEDIUM,24.168,100.612,90.823,0,0,2024,Canadian Grand Prix
GAS,25.0,0.627,25.0,INTERMEDIATE,INTERMEDIATE,24.92,128.873,113.4,0,0,2024,Canadian Grand Prix
GAS,40.0,0.942,15.0,INTERMEDIATE,HARD,24.551,102.267,100.549,0,0,2024,Canadian Grand Prix
PER,25.0,4.163,25.0,INTERMEDIATE,INTERMEDIATE,33.802,136.416,112.077,0,0,2024,Canadian Grand Prix
PER,43.0,0.347,18.0,INTERMEDIATE,MEDIUM,24.375,102.006,94.08,0,0,2024,Canadian Grand Prix
ALO,25.0,15.714,25.0,INTERMEDIATE,INTERMEDIATE,25.907,118.83,119.494,0,0,2024,Canadian Grand Prix
ALO,44.0,13.87,19.0,INTERMEDIATE,HARD,22.324,100.506,93.457,0,0,2024,Canadian Grand Prix
LEC,25.0,1.687,25.0,INTERMEDIATE,INTERMEDIATE,23.942,124.957,111.591,0,0,2024,Canadian Grand Prix
LEC,28.0,4.452,3.0,INTERMEDIATE,HARD,47.226,138.75,99.909,0,0,2024,Canadian Grand Prix
LEC,31.0,25.178,3.0,HARD,INTERMEDIATE,24.672,133.657,94.347,0,0,2024,Canadian Grand Prix
STR,25.0,4.277,25.0,INTERMEDIATE,INTERMEDIATE,24.281,123.142,112.79,0,1,2024,Canadian Grand Prix
STR,44.0,2.324,19.0,INTERMEDIATE,HARD,25.08,101.732,92.774,0,0,2024,Canadian Grand Prix
MAG,7.0,1.395,7.0,WET,INTERMEDIATE,30.582,115.419,97.984,0,0,2024,Canadian Grand Prix
MAG,25.0,3.255,18.0,INTERMEDIATE,INTERMEDIATE,26.771,129.198,113.293,0,0,2024,Canadian Grand Prix
MAG,41.0,1.678,16.0,INTERMEDIATE,MEDIUM,24.907,102.982,95.449,0,0,2024,Canadian Grand Prix
MAG,54.0,1.7890000000000001,13.0,MEDIUM,MEDIUM,26.914,122.225,99.525,0,0,2024,Canadian Grand Prix
TSU,44.0,2.2560000000000002,44.0,INTERMEDIATE,MEDIUM,25.613,102.357,92.947,0,0,2024,Canadian Grand Prix
ALB,25.0,5.595,25.0,INTERMEDIATE,INTERMEDIATE,24.72,125.52,111.701,0,0,2024,Canadian Grand Prix
ALB,44.0,0.862,19.0,INTERMEDIATE,MEDIUM,24.841,103.196,91.836,0,0,2024,Canadian Grand Prix
ZHO,24.0,6.661,24.0,INTERMEDIATE,INTERMEDIATE,25.709,111.792,113.347,0,0,2024,Canadian Grand Prix
ZHO,44.0,7.82,20.0,INTERMEDIATE,MEDIUM,65.577,145.739,105.189,0,0,2024,Canadian Grand Prix
ZHO,52.0,97.814,8.0,MEDIUM,MEDIUM,28.424,120.698,121.804,0,0,2024,Canadian Grand Prix
HUL,12.0,0.911,12.0,WET,INTERMEDIATE,24.229,112.143,94.271,0,0,2024,Canadian Grand Prix
HUL,25.0,9.338,13.0,INTERMEDIATE,INTERMEDIATE,24.521,123.974,110.657,0,0,2024,Canadian Grand Prix
HUL,44.0,9.748,19.0,INTERMEDIATE,MEDIUM,24.699,102.199,91.09,0,0,2024,Canadian Grand Prix
RIC,26.0,15.543,26.0,INTERMEDIATE,INTERMEDIATE,30.355,133.16,104.716,0,0,2024,Canadian Grand Prix
RIC,43.0,2.504,17.0,INTERMEDIATE,MEDIUM,23.774,101.557,93.366,0,0,2024,Canadian Grand Prix
OCO,44.0,1.788,44.0,INTERMEDIATE,MEDIUM,24.458,101.451,93.259,0,0,2024,Canadian Grand Prix
NOR,26.0,0.0,26.0,INTERMEDIATE,INTERMEDIATE,23.456,141.631,131.601,0,0,2024,Canadian Grand Prix
NOR,47.0,0.0,21.0,INTERMEDIATE,MEDIUM,23.975,99.824,88.096,0,0,2024,Canadian Grand Prix
HAM,25.0,0.418,25.0,INTERMEDIATE,INTERMEDIATE,23.772,117.109,114.962,0,0,2024,Canadian Grand Prix
HAM,43.0,0.641,18.0,INTERMEDIATE,MEDIUM,24.103,101.297,93.415,0,0,2024,Canadian Grand Prix
HAM,54.0,4.629,11.0,MEDIUM,HARD,28.852,122.455,106.626,0,0,2024,Canadian Grand Prix
SAI,25.0,0.21,25.0,INTERMEDIATE,INTERMEDIATE,27.637,131.649,110.841,0,1,2024,Canadian Grand Prix
SAI,43.0,2.149,18.0,INTERMEDIATE,MEDIUM,24.265,101.456,93.472,0,0,2024,Canadian Grand Prix
RUS,25.0,1.353,25.0,INTERMEDIATE,INTERMEDIATE,24.136,112.822,111.667,0,0,2024,Canadian Grand Prix
RUS,45.0,3.393,20.0,INTERMEDIATE,HARD,25.459,101.273,90.477,0,0,2024,Canadian Grand Prix
RUS,54.0,1.959,9.0,HARD,MEDIUM,28.225,121.423,108.566,0,0,2024,Canadian Grand Prix
BOT,42.0,0.496,42.0,INTERMEDIATE,MEDIUM,24.83,102.791,98.817,0,0,2024,Canadian Grand Prix
PIA,25.0,0.392,25.0,INTERMEDIATE,INTERMEDIATE,23.882,113.473,111.896,0,0,2024,Canadian Grand Prix
PIA,44.0,1.443,19.0,INTERMEDIATE,MEDIUM,23.449,99.843,92.249,0,0,2024,Canadian Grand Prix
VER,17.0,0.0,20.0,SOFT,MEDIUM,21.593,84.876,97.657,0,0,2024,Spanish Grand Prix
VER,44.0,0.0,27.0,MEDIUM,SOFT,22.381,83.427,97.053,0,0,2024,Spanish Grand Prix
NOR,23.0,0.0,23.0,SOFT,MEDIUM,21.442,85.185,97.673,0,0,2024,Spanish Grand Prix
NOR,47.0,0.0,24.0,MEDIUM,SOFT,22.628,82.986,97.126,0,0,2024,Spanish Grand Prix
HAM,16.0,1.5979999999999999,19.0,SOFT,MEDIUM,21.97,84.966,98.332,0,1,2024,Spanish Grand Prix
HAM,43.0,5.833,27.0,MEDIUM,SOFT,21.276,84.149,96.194,0,0,2024,Spanish Grand Prix
RUS,15.0,3.85,18.0,SOFT,MEDIUM,24.925,85.364,100.24,0,0,2024,Spanish Grand Prix
RUS,36.0,1.098,21.0,MEDIUM,HARD,22.773,84.372,99.351,0,0,2024,Spanish Grand Prix
LEC,24.0,2.505,24.0,SOFT,MEDIUM,22.276,85.337,98.462,0,0,2024,Spanish Grand Prix
LEC,47.0,11.994,23.0,MEDIUM,SOFT,21.589,83.761,97.516,0,0,2024,Spanish Grand Prix
SAI,15.0,0.758,15.0,SOFT,MEDIUM,22.31,85.427,98.064,0,1,2024,Spanish Grand Prix
SAI,36.0,3.922,21.0,MEDIUM,HARD,22.133,83.733,98.592,0,1,2024,Spanish Grand Prix
PIA,21.0,8.595,24.0,SOFT,MEDIUM,22.144,87.064,99.096,0,0,2024,Spanish Grand Prix
PIA,46.0,6.554,25.0,MEDIUM,SOFT,22.511,84.084,97.819,0,0,2024,Spanish Grand Prix
PER,13.0,3.284,16.0,SOFT,SOFT,22.185,85.586,99.168,0,0,2024,Spanish Grand Prix
PER,31.0,4.076,21.0,SOFT,MEDIUM,21.355,85.42,96.491,0,0,2024,Spanish Grand Prix
PER,49.0,7.628,18.0,MEDIUM,SOFT,21.437,83.203,96.99,0,0,2024,Spanish Grand Prix
GAS,14.0,3.404,17.0,SOFT,MEDIUM,26.1,85.491,102.656,0,0,2024,Spanish Grand Prix
GAS,38.0,6.911,24.0,MEDIUM,HARD,21.615,85.413,97.749,0,0,2024,Spanish Grand Prix
OCO,13.0,2.893,16.0,SOFT,MEDIUM,21.859,86.687,98.526,0,0,2024,Spanish Grand Prix
OCO,37.0,9.111,24.0,MEDIUM,HARD,22.002,85.378,97.672,0,0,2024,Spanish Grand Prix
HUL,12.0,2.638,12.0,SOFT,MEDIUM,22.646,87.477,100.395,0,0,2024,Spanish Grand Prix
HUL,38.0,9.251,26.0,MEDIUM,HARD,22.544,84.542,99.454,0,0,2024,Spanish Grand Prix
ALO,19.0,4.134,19.0,SOFT,MEDIUM,21.891,85.298,98.729,0,0,2024,Spanish Grand Prix
ALO,45.0,7.718,27.0,MEDIUM,HARD,22.466,84.032,98.308,0,0,2024,Spanish Grand Prix
ZHO,9.0,1.393,9.0,SOFT,MEDIUM,22.465,85.889,98.315,0,1,2024,Spanish Grand Prix
ZHO,41.0,2.312,32.0,MEDIUM,HARD,24.245,85.635,101.908,0,0,2024,Spanish Grand Prix
STR,17.0,11.715,17.0,SOFT,MEDIUM,21.792,86.896,99.122,0,0,2024,Spanish Grand Prix
STR,37.0,2.193,21.0,MEDIUM,HARD,23.394,85.201,100.958,0,1,2024,Spanish Grand Prix
RIC,16.0,5.694,16.0,SOFT,MEDIUM,22.253,86.262,100.003,0,0,2024,Spanish Grand Prix
RIC,42.0,4.217,26.0,MEDIUM,HARD,22.14,84.891,101.373,0,0,2024,Spanish Grand Prix
BOT,11.0,2.426,11.0,SOFT,SOFT,22.747,85.342,99.211,0,1,2024,Spanish Grand Prix
BOT,28.0,1.786,20.0,SOFT,HARD,23.082,85.577,99.622,0,0,2024,Spanish Grand Prix
MAG,10.0,0.524,10.0,SOFT,MEDIUM,23.386,86.084,100.571,0,0,2024,Spanish Grand Prix
MAG,29.0,4.9030000000000005,19.0,MEDIUM,HARD,28.754,85.381,107.447,0,0,2024,Spanish Grand Prix
ALB,18.0,2.711,18.0,MEDIUM,SOFT,23.183,86.838,100.225,0,0,2024,Spanish Grand Prix
ALB,43.0,6.264,25.0,SOFT,SOFT,21.783,85.925,97.415,0,0,2024,Spanish Grand Prix
TSU,9.0,1.458,9.0,SOFT,MEDIUM,22.003,86.004,98.886,0,0,2024,Spanish Grand Prix
TSU,27.0,4.149,18.0,MEDIUM,HARD,22.068,85.581,99.737,0,0,2024,Spanish Grand Prix
TSU,44.0,2.779,17.0,HARD,SOFT,22.548,86.386,101.067,0,0,2024,Spanish Grand Prix
SAR,14.0,2.157,14.0,SOFT,MEDIUM,22.414,86.379,99.619,0,1,2024,Spanish Grand Prix
SAR,34.0,2.173,20.0,MEDIUM,HARD,22.435,85.825,100.595,0,0,2024,Spanish Grand Prix
RUS,22.0,4.775,22.0,MEDIUM,MEDIUM,21.596,75.077,86.769,0,0,2024,Austrian Grand Prix
RUS,46.0,11.871,24.0,MEDIUM,HARD,21.298,75.687,86.144,0,0,2024,Austrian Grand Prix
PIA,25.0,0.0,25.0,MEDIUM,HARD,20.996,74.343,87.077,0,0,2024,Austrian Grand Prix
PIA,51.0,20.038,26.0,HARD,MEDIUM,20.693,73.906,85.352,0,0,2024,Austrian Grand Prix
SAI,22.0,2.893,22.0,MEDIUM,HARD,21.205,74.879,86.784,0,0,2024,Austrian Grand Prix
SAI,47.0,16.147,25.0,HARD,MEDIUM,21.148,74.811,86.343,0,0,2024,Austrian Grand Prix
HAM,21.0,2.294,21.0,MEDIUM,HARD,21.653,75.73,86.914,0,0,2024,Austrian Grand Prix
HAM,53.0,3.734,32.0,HARD,MEDIUM,27.276,75.339,92.851,0,0,2024,Austrian Grand Prix
VER,23.0,0.0,23.0,MEDIUM,HARD,22.101,74.679,87.394,0,0,2024,Austrian Grand Prix
VER,51.0,0.0,28.0,HARD,MEDIUM,25.918,73.86,91.585,0,0,2024,Austrian Grand Prix
VER,64.0,0.0,16.0,MEDIUM,SOFT,22.743,98.003,93.697,0,0,2024,Austrian Grand Prix
HUL,11.0,1.542,11.0,MEDIUM,HARD,22.367,75.111,89.202,0,0,2024,Austrian Grand Prix
HUL,39.0,9.712,28.0,HARD,HARD,21.75,74.884,87.868,0,0,2024,Austrian Grand Prix
PER,21.0,4.339,21.0,MEDIUM,HARD,21.086,76.283,87.924,0,0,2024,Austrian Grand Prix
PER,51.0,6.976,30.0,HARD,MEDIUM,27.56,76.263,93.861,0,0,2024,Austrian Grand Prix
MAG,10.0,0.789,10.0,MEDIUM,HARD,21.57,75.218,87.431,0,0,2024,Austrian Grand Prix
MAG,38.0,4.5600000000000005,28.0,HARD,HARD,21.736,75.311,87.244,0,0,2024,Austrian Grand Prix
RIC,10.0,0.824,10.0,MEDIUM,HARD,21.439,74.904,88.013,0,0,2024,Austrian Grand Prix
RIC,37.0,1.991,27.0,HARD,HARD,20.914,75.305,87.267,0,0,2024,Austrian Grand Prix
GAS,20.0,7.891,20.0,MEDIUM,HARD,21.413,75.809,87.983,0,0,2024,Austrian Grand Prix
GAS,42.0,20.059,22.0,HARD,MEDIUM,22.138,75.358,87.101,0,0,2024,Austrian Grand Prix
LEC,16.0,1.381,15.0,HARD,MEDIUM,21.635,75.204,88.526,0,0,2024,Austrian Grand Prix
LEC,33.0,1.738,17.0,MEDIUM,MEDIUM,22.234,74.757,88.479,0,0,2024,Austrian Grand Prix
LEC,51.0,0.732,19.0,MEDIUM,MEDIUM,20.785,73.925,86.074,0,0,2024,Austrian Grand Prix
OCO,19.0,5.766,19.0,MEDIUM,HARD,22.306,76.146,88.784,0,0,2024,Austrian Grand Prix
OCO,43.0,21.579,24.0,HARD,MEDIUM,21.148,75.176,86.575,0,0,2024,Austrian Grand Prix
STR,20.0,2.822,21.0,MEDIUM,MEDIUM,21.476,76.301,87.55,0,0,2024,Austrian Grand Prix
STR,43.0,2.948,23.0,MEDIUM,HARD,21.526,74.734,88.238,0,0,2024,Austrian Grand Prix
TSU,21.0,0.026,21.0,MEDIUM,HARD,21.431,76.247,88.068,0,0,2024,Austrian Grand Prix
TSU,44.0,25.026,23.0,HARD,HARD,23.496,75.062,91.829,0,0,2024,Austrian Grand Prix
ALB,12.0,1.687,12.0,MEDIUM,HARD,21.729,74.616,88.859,0,0,2024,Austrian Grand Prix
ALB,39.0,1.365,27.0,HARD,HARD,21.668,77.195,88.111,0,1,2024,Austrian Grand Prix
BOT,19.0,2.023,19.0,MEDIUM,HARD,21.927,76.062,88.202,0,0,2024,Austrian Grand Prix
BOT,42.0,2.214,23.0,HARD,HARD,21.937,75.36,89.593,0,0,2024,Austrian Grand Prix
ZHO,28.0,3.093,28.0,HARD,MEDIUM,23.164,76.494,90.496,0,0,2024,Austrian Grand Prix
ZHO,51.0,11.687,23.0,MEDIUM,HARD,21.538,75.549,88.633,0,0,2024,Austrian Grand Prix
ALO,11.0,0.56,14.0,MEDIUM,MEDIUM,21.438,75.343,87.668,0,0,2024,Austrian Grand Prix
ALO,35.0,1.3439999999999999,25.0,MEDIUM,HARD,34.022,78.118,100.992,0,0,2024,Austrian Grand Prix
ALO,68.0,7.875,34.0,HARD,SOFT,22.507,75.636,90.361,0,0,2024,Austrian Grand Prix
SAR,20.0,5.63,25.0,MEDIUM,HARD,22.482,76.433,90.282,0,0,2024,Austrian Grand Prix
SAR,49.0,26.31,29.0,HARD,MEDIUM,22.162,75.384,89.412,0,0,2024,Austrian Grand Prix
NOR,23.0,5.608,23.0,MEDIUM,HARD,21.518,75.037,88.259,0,0,2024,Austrian Grand Prix
NOR,51.0,6.901,28.0,HARD,MEDIUM,21.4,74.573,85.763,0,0,2024,Austrian Grand Prix
HAM,27.0,2.262,27.0,MEDIUM,INTERMEDIATE,28.989,105.183,120.866,0,1,2024,British Grand Prix
HAM,38.0,1.935,11.0,INTERMEDIATE,SOFT,30.037,97.22,117.389,0,1,2024,British Grand Prix
VER,26.0,6.443,26.0,MEDIUM,INTERMEDIATE,28.466,101.491,119.169,0,1,2024,British Grand Prix
VER,38.0,6.747,12.0,INTERMEDIATE,HARD,29.156,95.963,118.311,0,0,2024,British Grand Prix
NOR,27.0,0.0,27.0,MEDIUM,INTERMEDIATE,28.743,104.806,120.915,0,0,2024,British Grand Prix
NOR,39.0,0.0,12.0,INTERMEDIATE,SOFT,30.361,96.746,114.84,0,0,2024,British Grand Prix
PIA,28.0,2.302,28.0,MEDIUM,INTERMEDIATE,29.595,112.976,121.184,0,0,2024,British Grand Prix
PIA,38.0,0.967,10.0,INTERMEDIATE,MEDIUM,29.341,97.106,114.658,0,1,2024,British Grand Prix
SAI,26.0,0.316,26.0,MEDIUM,INTERMEDIATE,29.266,102.481,121.664,0,0,2024,British Grand Prix
SAI,39.0,0.297,13.0,INTERMEDIATE,HARD,28.927,96.802,116.753,0,0,2024,British Grand Prix
SAI,50.0,13.25,11.0,HARD,SOFT,28.671,89.434,112.546,0,0,2024,British Grand Prix
HUL,26.0,17.526,26.0,MEDIUM,INTERMEDIATE,29.459,101.853,122.727,0,0,2024,British Grand Prix
HUL,39.0,21.998,13.0,INTERMEDIATE,SOFT,30.464,97.245,115.659,0,0,2024,British Grand Prix
STR,26.0,1.242,26.0,MEDIUM,INTERMEDIATE,29.055,100.784,121.611,0,1,2024,British Grand Prix
STR,39.0,4.185,13.0,INTERMEDIATE,MEDIUM,29.434,97.759,116.032,0,0,2024,British Grand Prix
ALO,27.0,1.592,27.0,MEDIUM,INTERMEDIATE,29.378,108.513,124.427,0,0,2024,British Grand Prix
ALO,38.0,8.069,11.0,INTERMEDIATE,MEDIUM,29.719,98.684,119.234,0,0,2024,British Grand Prix
ALB,27.0,1.085,27.0,MEDIUM,INTERMEDIATE,34.753,107.754,128.459,0,0,2024,British Grand Prix
ALB,38.0,3.805,11.0,INTERMEDIATE,MEDIUM,29.515,97.843,117.678,0,0,2024,British Grand Prix
TSU,27.0,1.642,27.0,MEDIUM,INTERMEDIATE,29.94,108.126,123.448,0,0,2024,British Grand Prix
TSU,38.0,5.028,11.0,INTERMEDIATE,SOFT,29.681,98.67,118.637,0,0,2024,British Grand Prix
SAR,27.0,1.249,27.0,MEDIUM,INTERMEDIATE,32.857,112.246,125.981,0,0,2024,British Grand Prix
SAR,38.0,0.291,11.0,INTERMEDIATE,SOFT,29.435,98.811,116.256,0,0,2024,British Grand Prix
MAG,27.0,2.52,27.0,MEDIUM,INTERMEDIATE,30.165,111.325,125.299,0,0,2024,British Grand Prix
MAG,37.0,6.776,10.0,INTERMEDIATE,SOFT,29.884,102.038,123.931,0,0,2024,British Grand Prix
RIC,26.0,14.203,26.0,MEDIUM,INTERMEDIATE,28.811,104.813,122.788,0,0,2024,British Grand Prix
RIC,37.0,1.433,11.0,INTERMEDIATE,SOFT,29.966,100.483,123.328,0,0,2024,British Grand Prix
LEC,19.0,8.561,19.0,MEDIUM,INTERMEDIATE,28.545,105.868,120.269,0,0,2024,British Grand Prix
LEC,27.0,50.235,8.0,INTERMEDIATE,INTERMEDIATE,29.206,105.912,123.138,0,0,2024,British Grand Prix
LEC,37.0,36.651,10.0,INTERMEDIATE,SOFT,29.079,98.357,117.811,0,0,2024,British Grand Prix
BOT,26.0,13.4,26.0,MEDIUM,INTERMEDIATE,30.597,109.533,125.367,0,0,2024,British Grand Prix
BOT,37.0,21.511,11.0,INTERMEDIATE,SOFT,31.512,99.987,126.628,0,0,2024,British Grand Prix
OCO,19.0,10.872,19.0,SOFT,INTERMEDIATE,28.539,101.731,121.025,0,0,2024,British Grand Prix
OCO,21.0,24.004,2.0,INTERMEDIATE,MEDIUM,28.399,99.736,115.208,0,0,2024,British Grand Prix
OCO,26.0,8.67,5.0,MEDIUM,INTERMEDIATE,29.182,118.71,122.736,0,0,2024,British Grand Prix
OCO,38.0,14.091,12.0,INTERMEDIATE,MEDIUM,29.054,99.44,120.13,0,0,2024,British Grand Prix
